小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
印象欧洲别墅,售罄,[徐汇-华泾]望月路909弄1～42号,三居(1),2018.03.02,总价待定,
徐汇中凯城市之光,售罄,[徐汇-徐家汇] 徐汇南丹路377弄（近...,四居(1),2015.12.22,"均价90,000元/m²",总价待定
中福浦江汇,待售,[黄浦-陆家嘴滨江] 黄浦海潮路133弄...,一居(1)，二居(2),2018.01.28,售价待定,总价待定
露香园,待售,[黄浦-老西门]黄浦区露香园路1号（近淮...,四居(2)，五居及以上(1),2018.02.25,售价待定,总价待定
凯迪迪美逊,未售,[黄浦-打浦桥]上海市黄浦区卢湾龙华东路...,,2018.02.25,"均价80,000元/m²",总价待定
城市一品苑,待售,"[黄浦-淮海中路] 黄浦陕西南路3号
",开间(2),2017.04.11,"均价100,000元/m²",总价待定
卢湾68,未售,[黄浦-打浦桥]鲁班路68号,开间(4),2017.03.20,"均价90,000元/m²",总价待定
翠湖天地隽荟,待售,[黄浦-淮海中路]卢湾济南路260弄,,2018.02.25,售价待定,总价待定
泛海国际住区,待售,[黄浦-黄浦滨江]上海黄浦区中华路518号,三居(1),2017.04.06,"均价160,000元/m²",总价待定
日月光中心伯爵居,待售,[黄浦-打浦桥]上海市黄浦区徐家汇路61...,一居(1)，二居(1),2017.03.08,"均价95,000元/m²",589-675万元
复兴珑御,在售,[黄浦-老西门]黄浦区西藏南路699弄 ,三居(2)，四居(1),2017.04.10,"均价130,000元/m²","2,080-3,744万元"
融创滨江壹號院,待售,[黄浦-打浦桥]黄浦区中山南一路500弄...,不限(1)，三居(1)，四居(3),2017.04.10,"均价130,000元/m²","2,184-3,809万元"
绿地黄浦滨江,在售,[黄浦-老西门]蒙自路778号（近龙华东路）,一居(1)，二居(1)，三居(1),2017.04.11,"均价135,000元/m²","2,390万元"
淡水湾花园二期,在售,[黄浦-打浦桥]卢湾马当路572号,四居(1)，五居及以上(1),2017.02.05,"均价118,000元/m²","2,926-3,953万元"
绿城黄浦湾,在售,[黄浦-黄浦滨江]中山南路566弄（近老码头）,四居(1)，五居及以上(5),2017.02.08,"均价150,000元/m²","3,525-6,600万元"
华润外滩九里国际公寓,在售,[黄浦-黄浦滨江]上海市黄浦区中山南路460号,四居(2)，五居及以上(2),2017.03.13,"均价130,000元/m²","3,840-5,382万元"
凯德茂名公馆,售罄,[黄浦-淮海中路]上海市黄浦区茂名南路9弄 ,二居(1)，四居(3),2018.02.25,售价待定,总价待定
万科海上传奇,待售,[浦东-北蔡]浦东御桥路1751号（华夏...,三居(4),2018.03.13,售价待定,总价待定
远洋万和四季,待售,[浦东-惠南]浦东惠南镇观海路1588弄...,二居(1)，三居(6),2018.03.14,售价待定,总价待定
晶耀名邸,待售,[浦东-三林]浦东海阳西路与耀龙路叉口,三居(1)，四居(1),2018.02.28,售价待定,总价待定
万科翡翠公园,待售,[浦东-张江]浦东中科路百业路路口,二居(1)，三居(1)，四居(1),2018.02.28,售价待定,"64,000元/m²"
世茂云图,待售,[浦东-周康]浦东康涵路58弄,三居(4)，四居(1),2018.02.27,售价待定,总价待定
万科金域澜湾,待售,[浦东-临港新城]浦东雪绒花路301弄,二居(1)，三居(3),2018.03.14,售价待定,总价待定
东方颐城,待售,[浦东-临港新城]浦东区书院镇丽正路99弄,二居(1)，三居(1),2018.02.28,"均价23,000元/m²",191-205万元
盛世荟庭,待售,[浦东-惠南]浦东新区惠南镇拱北路278弄,二居(1)，三居(3),2018.02.28,售价待定,"31,000元/m²"
绿洲康城亲水湾雅颂,待售,[浦东-周康]浦东区康桥路1388弄,一居(2)，二居(5),2018.03.07,售价待定,总价待定
天健萃园,在售,[浦东-临港新城]详凯路2013弄（近严木桥路）,二居(1)，三居(4)，四居(2),2018.02.24,"均价25,000元/m²",255-300万元
张江三湘海尚,待售,[浦东-张江]浦东绿晓路58弄,二居(3)，三居(5),2018.02.28,售价待定,总价待定
浦发罗兰翡丽,在售,[浦东-唐镇]浦东唐龙路华东路路口,二居(2)，三居(1),2018.02.28,"均价65,000元/m²",436-865万元
金融家,待售,[浦东-唐镇]浦东上丰路1501号（华东路口）,二居(3)，三居(4)，四居(1),2018.02.28,售价待定,总价待定
中金海棠湾,在售,[浦东-航头]浦东周东南路599弄（近周祝公路）,二居(1)，三居(1)，四居(1),2018.02.28,"均价46,000元/m²",560万元起
颐景御府,在售,[浦东-周康]繁荣路161号（繁荣路周星...,三居(2),2018.02.25,"最低53,000元/m²起",684-812万元
金隅大成郡,在售,[嘉定-嘉定新城]嘉定区胜竹路永新路路口,二居(2)，三居(4)，四居(2),2018.02.28,"最低29,000元/m²起",247-443万元
龙湖天璞,待售,[嘉定-江桥]嘉定江桥镇海波路、嘉涛路路口,二居(1)，三居(2),2018.03.13,售价待定,总价待定
嘉宝梦之缘景庭,在售,[嘉定-嘉定新城]嘉定云屏路1051号（...,二居(2)，三居(6),2018.03.06,"均价46,000元/m²",354-639万元
盘古园府,在售,[嘉定-嘉定新城]崇信路77弄,三居(2),2018.03.14,"均价39,000元/m²",351-410万元
安亭新镇,待售,[嘉定-安亭汽车城]嘉定安亭镇塔山路455弄,二居(1)，三居(3),2018.03.15,售价待定,"30,200元/m²"
西郊金茂府,待售,[嘉定-嘉定新城]永盛路封周路交汇处,三居(1)，四居(1),2018.02.28,售价待定,总价待定
首创旭辉城,在售,[嘉定-嘉定北部]上海市嘉定区汇源路518弄,二居(2)，三居(6)，四居(1),2018.02.28,"最低28,000元/m²起",313万元
路劲上海院子,待售,[嘉定-安亭汽车城]嘉定区百安公路2699弄,二居(1)，三居(6)，四居(4),2018.02.28,340万元/套起,
华谊逸品澜湾,在售,[嘉定-南翔]嘉程东路69弄／陈翔路2400弄,二居(1)，三居(2),2018.03.14,"均价46,000元/m²",358-506万元
绿地天呈（别墅）,待售,[嘉定-嘉定新城]嘉定胜竹路2600号,三居(1)，四居(5),2018.02.28,599万元/套起,
禹洲丁香里,在售,[嘉定-嘉定新城]嘉定澄浏公路唐家浜路,二居(1)，三居(1)，四居(1),2018.02.24,"最低29,200元/m²起",360万元起
华润中央公园,在售,[嘉定-南翔]嘉定芳礼路99弄（近宝翔路）,二居(1)，三居(2)，四居(1),2018.02.28,"均价50,000元/m²",487-676万元
大学里,在售,[嘉定-安亭汽车城]嘉定杭桂路1119弄...,二居(1)，三居(3),2018.03.07,"均价30,000元/m²",348万元
好世凤翔苑,在售,[嘉定-南翔]嘉定南翔金通路1737弄,二居(2)，三居(2)，四居(1),2018.02.28,"均价50,000元/m²",590万元
上海西环中心星信名邸,在售,[嘉定-南翔]上海德园路陈翔路路口 ,三居(4),2018.02.28,"均价49,000元/m²",563万元
路劲佘山院子,在售,[松江-松江新城]松江小昆山崇南公路鹤西...,二居(1)，三居(1),2018.03.13,"最低34,800元/m²起",270-360万元
象屿上海年华,在售,[松江-新桥]松江明华路1077弄（陈春...,二居(2)，三居(3),2018.03.13,"最低43,900元/m²起",360-477万元
信达蓝尊,在售,[松江-松江新城]松江长水街茸凯路交叉口,二居(1)，三居(5),2018.03.14,"均价44,000元/m²",308-513万元
象屿虹桥悦府,待售,[松江-九亭]松江区九新公路与伴亭路交叉口,三居(1)，四居(1),2018.03.14,售价待定,总价待定
国贸天悦,在售,[松江-佘山]松江勋业东路188弄,一居(1)，二居(1)，三居(11)，四居(2),2018.03.14,"均价42,000元/m²",367-529万元
绿波景园,在售,"[松江-泗泾]沪松公路2972弄12号
",二居(4)，四居(1),2018.03.14,"均价36,000元/m²",331-490万元
华亭首府,待售,[松江-松江新城]松江文涵路218号（近辰塔路）,三居(1),2018.03.14,售价待定,总价待定
金地都会艺境,在售,[松江-新桥] 松江陈春路与明兴路交汇处,二居(1)，三居(4),2018.03.14,"均价42,000元/m²",462万元
路劲佘山院子(别墅),在售,[松江-松江新城]松江小昆山崇南公路鹤西...,三居(2),2018.03.14,666-802万元/套,
新城上坤樾山明月,在售,[松江-佘山]松江嘉松南路塘砖路交口,一居(1)，二居(3)，三居(3)，四居(2),2018.03.14,"812-1,197万元/套",
金地玺华邨（别墅）,待售,[松江-泗泾]松江泗泾镇泗通路与泗宝路交叉口,二居(1)，三居(3)，四居(2),2018.03.14,总价待定,
新虹桥首府,待售,[松江-九亭]上海市松江区九杜路939号...,三居(1),2018.03.14,售价待定,总价待定
世茂佘山里,在售,[松江-佘山]松江佘山镇千新公路718弄,四居(1)，五居及以上(3),2018.03.14,"1,351万元/套",
新城尚品,在售,"[松江-新桥]新桥镇新中街188弄
",二居(2)，三居(2)，四居(2),2018.03.14,"均价33,000元/m²",370-429万元
新虹桥首府（别墅）,待售,[松江-九亭]上海市松江区九杜路939号...,三居(1)，五居及以上(1),2018.03.14,总价待定,
崇明三湘森林海尚,在售,[崇明-陈家镇]崇明上海崇明揽海路2500弄,三居(1)，四居(1),2017.03.17,842-934万元/套,
保亿风景水岸,在售,[崇明-陈家镇]上海市崇明县揽海路169号 ,四居(2),2017.04.06,"1,200-1,320万元/套",
金茂逸墅（别墅）,在售,[崇明-陈家镇]上海崇明揽海路599弄,四居(3)，五居及以上(1),2018.01.25,"1,584-2,464万元/套",
览海国际高尔夫社区,在售,[崇明-陈家镇] 崇明陈家镇揽海路55弄,四居(2),2017.04.06,"1,770-1,845万元/套",
绿舟星城,售罄,[崇明-崇明其他]崇明新开河路760号,三居(1),2016.06.06,"均价5,900元/m²",总价待定
瀛通金鳌山公寓,售罄,[崇明-崇明新城] 崇明翠竹路1388弄,二居(1)，四居(1),2016.09.26,"均价14,000元/m²",总价待定
瀛通金鳌山公寓别墅,售罄,[崇明-崇明新城]翠竹路1388弄 ,四居(1),2016.09.26,总价待定,
金茂逸墅（商办）,售罄,[崇明-陈家镇]上海崇明揽海路599弄,,2016.11.10,"均价16,000元/m²",总价待定
玉麟名邸,售罄,[崇明-崇明新城] 崇明中津桥路9弄,三居(1),2016.11.24,"均价17,500元/m²",236万元
佳兆业君汇上品,在售,"[青浦-青浦北部] 青浦重固镇崧建路339弄
",二居(1)，三居(4),2018.02.28,"均价33,000元/m²",263-393万元
东原公馆,在售,"[青浦-青浦新城]上海市青浦区公园路629号
",开间(2),2017.08.15,"均价29,000元/m²",360万元
中南君悦府（别墅）,在售,[青浦-青浦新城]青浦新城淀山湖大道旁丁...,三居(2)，四居(2),2018.01.25,542万元/套,
富绅时代公馆,待售,[青浦-青浦新城]青浦区俞家埭路159弄...,三居(2),2017.07.04,"均价43,500元/m²",444-479万元
帕缇欧香苑,在售,[青浦-青浦新城]青浦 外青松公路6666号 ,三居(2)，四居(1),2018.01.27,"最低36,000元/m²起",414万元起
中建锦绣天地,在售,[青浦-徐泾]上海市青浦区徐泾镇蟠中东路...,二居(1)，三居(2),2017.09.15,"均价52,000元/m²",416-546万元
大发融悦,在售,[青浦-青浦新城]青浦淀山湖大道双桥西100米,三居(3)，四居(1),2018.02.24,"均价40,000元/m²",508万元
水都南岸（别墅）,待售,[青浦-朱家角]青浦朱家角镇康园路399弄,四居(1),2017.10.21,售价待定,347万元
泷湾,待售,[青浦-赵巷]上海市青浦区业前路1688弄,四居(1)，五居及以上(2),2018.01.26,总价待定,
青浦绿地中心（商办）,待售,[青浦-青浦新城]青浦外青松公路盈港路,,2017.11.16,"均价26,000元/m²",总价待定
葛洲坝虹桥紫郡公馆,待售,[青浦-徐泾]青浦诸光路徐南路口 （沪渝...,三居(5)，四居(1),2018.02.23,售价待定,总价待定
臻水岸苑,在售,[青浦-赵巷]青浦 业辉路199弄,五居及以上(8),2018.02.27,"1,292-1,296万元/套",
青浦万达茂,待售,[青浦-青浦新城]青浦区淀山湖大道851号 ,二居(2),2017.11.15,售价待定,总价待定
青浦宝龙城市广场 ,待售,[青浦-青浦新城]青浦区汇金路与秀源路交...,,2017.07.01,"均价30,000元/m²",总价待定
东渡悦来城,在售,[青浦-青浦新城]青浦区淀山湖大道866号,二居(2)，三居(3),2018.02.25,"均价41,000元/m²",361-513万元
合景万景峰,待售,[奉贤-南桥新城]奉贤 金海公路4808弄3号 ,开间(2),2017.11.24,售价待定,总价待定
水榭兰亭,待售,[奉贤-奉城]奉贤奉城镇浦兰路91弄19号,二居(1)，三居(1),2018.02.28,售价待定,总价待定
正阳世纪星城别墅,在售,[奉贤-南桥新城]正环路666弄,三居(1)，四居(1),2017.10.25,总价待定,
半岛君望,待售,[奉贤-南桥新城]八字桥路99弄（近环城东路）,四居(2),2018.02.03,总价待定,
连城1号,待售,[奉贤-南桥新城]奉贤沪杭公路228弄,一居(3)，开间(1),2017.08.25,"均价30,000元/m²",177-234万元
佳源上海小城,待售,[奉贤-奉城]四团镇港佳路299号,三居(1)，四居(1),2018.02.28,售价待定,总价待定
绿地悠唐城UTOWN,未售,[奉贤-南桥新城]奉贤南桥新城年丰路望园...,,2017.02.09,售价待定,总价待定
南郊一品,待售,[奉贤-南桥新城]奉贤德丰路69弄25号,一居(1)，二居(1)，三居(1),2017.08.25,"均价34,800元/m²",总价待定
保利象屿公园悦府（别墅）,待售,[奉贤-南桥新城]奉贤金齐路618弄,,2017.12.25,售价待定,总价待定
川建爱琴海湾广场,未售,[奉贤-海湾]奉炮公路与海泉路交叉口,,2017.01.10,售价待定,总价待定
申亚花涧墅,在售,[奉贤-金汇]航南公路1981弄 ,二居(2),2017.08.15,总价待定,
奉贤宝龙城市广场,在售,[奉贤-南桥新城]上海市奉贤区南桥镇航南...,,2017.01.19,"均价23,000元/m²",总价待定
棕榈滩高尔夫别墅,待售,[奉贤-海湾]奉贤海湾旅游区金汇塘路88...,三居(1),2017.08.16,总价待定,
泰和名都,待售,[奉贤-南桥新城]奉贤区展园路303弄,,2017.04.07,"均价40,000元/m²",总价待定
中国铁建香榭国际,在售,[奉贤-南桥新城]奉贤区西闸公路与扶兰路...,三居(1)，四居(1),2018.02.28,"均价37,800元/m²",336-454万元
上海新天鸿高尔夫社区（别墅）,在售,[金山-朱泾]金山金石北路6666号（近...,四居(1),2017.08.25,481万元/套,
园与墅,在售,[金山-亭林]朱吕公路3658号,三居(1)，四居(1),2017.04.10,580万元/套,
金山名都别墅,售罄,[金山-朱泾]上海朱泾镇沈浦泾路668弄26号 ,三居(1),2015.09.27,总价待定,
御景龙庭别墅,售罄,[金山-金山新城]学府路818弄,四居(1),2016.10.26,总价待定,
万安世家华园,售罄,[金山-朱泾]金山朱泾镇健康路415弄近万安街,二居(2),2018.02.25,售价待定,总价待定
轩和苑,售罄,[金山-亭林]金山兴工路255弄,三居(1),2015.10.26,"均价9,800元/m²",总价待定
新城明珠园,售罄,[金山-朱泾]上海市金山区东风南路,二居(1),2016.03.21,"均价14,000元/m²",总价待定
金瀚园,售罄,[金山-金山新城]金山区卫清西路18号,四居(1),2016.09.21,"均价11,000元/m²",总价待定
上海金山万达华府,售罄,[金山-金山新城]龙皓路962、968号...,,2017.02.03,"均价15,000元/m²",总价待定
华山幸福汇,售罄,[金山-亭林]金山枫泾镇建贡路,一居(4),2016.10.31,售价待定,总价待定
海滨新城,售罄,[金山-金山新城]金山石化龙胜东路550弄 ,二居(1),2016.10.18,"均价12,000元/m²",总价待定
金昌苑四期,售罄,[金山-朱泾]金山临源街1079号近沈浦泾路,三居(1),2013.07.30,"均价11,500元/m²",总价待定
龙泽园六期领翔,售罄,[金山-金山新城]金山龙山路518弄,三居(1),2016.09.21,"均价9,500元/m²",总价待定
清风别墅二期,售罄,[金山-金山新城]卫零北路333弄,五居及以上(2),2016.09.21,总价待定,
城建爱上海,售罄,[金山-金山新城] 金山区金一东路石化一村,一居(2)，三居(1),2017.04.13,"均价9,500元/m²",总价待定
招商海德名门别墅,待售,[宝山-杨行]宝山海笛路333弄,三居(1)，四居(1)，五居及以上(2),2018.02.28,总价待定,
盘古悦天地,未售,[宝山-杨行] 宝山盘古路732号,,2017.08.04,售价待定,总价待定
璟储新和湾（商办）,在售,[宝山-罗泾]宝山沪太路8399弄（近徐潘路）,开间(3),2017.09.15,"均价17,000元/m²",204万元
金地天地云墅,待售,[宝山-顾村]宝山苏家浜路388弄、42...,四居(5),2018.03.07,售价待定,总价待定
远洋鸿郡,在售,[宝山-罗店]宝山抚远路699弄（近罗迎路）,四居(1),2017.06.03,总价待定,
星月浦江国际,待售,[宝山-淞宝]宝山东城区淞宝路155弄,,2017.08.25,"均价30,000元/m²",总价待定
中铁北城时代（商办）,在售,[宝山-杨行]宝山区杨行镇友谊路2429号,二居(1)，三居(1),2017.08.23,"均价40,000元/m²",368-508万元
上置名人天地,在售,[宝山-罗店]宝山区美兰湖路8弄,五居及以上(2),2017.12.26,"1,521-2,340万元/套",
远洋LAVIE,在售,[宝山-罗店]宝山区抚远路885弄,五居及以上(4),2017.04.07,"3,677-7,186万元/套",
信达蓝庭,售罄,[宝山-罗泾]位于宝山美兰湖北罗泾板块潘...,二居(1)，三居(1),2017.02.13,"均价27,000元/m²",194-240万元
远东君悦庭,售罄,[宝山-大场]宝山锦秋路655弄,二居(1),,"均价40,000元/m²",总价待定
招商·中环华府,售罄,[宝山-大场]宝山环镇北路文海路路口,三居(3),2018.01.30,"均价56,500元/m²",总价待定
美兰金色宝邸,售罄,[宝山-罗泾]宝山潘沪路188弄(近潘泾路),二居(2),2016.11.15,总价待定,
信达郡庭别墅,售罄,[宝山-罗店]宝山美丹路188弄,,,总价待定,
招商花园城,售罄,[宝山-杨行]上海市宝山区水产路2199弄,二居(1)，三居(2),2017.12.29,"均价40,000元/m²",356-523万元
西郊庄园,待售,[闵行-华漕]闵行金丰路777号（近蟠龙港）,三居(1),2018.02.28,"均价70,000元/m²","1,474万元"
一品漫城,在售,[闵行-浦江]闵行芦恒路306弄（近8号...,三居(3),2018.02.28,"均价66,000元/m²",647-759万元
中骏广场,待售,[闵行-华漕]上海市闵行区申贵路与申长路...,开间(1),2017.12.14,"均价60,000元/m²",总价待定
湖山在望花园,在售,[闵行-颛桥]上海市闵行区都市路2566...,五居及以上(1),2018.01.23,总价待定,
圣得庄园,待售,[闵行-颛桥]都市路2099弄31号,五居及以上(1),2017.11.29,总价待定,
祥云新城,待售,[闵行-江川路]闵行祥云路18号,二居(2),2017.09.01,售价待定,总价待定
新华红星国际广场,在售,[闵行-金虹桥]闵行虹井路188号（近吴中路）,四居(2),2017.09.01,"均价55,000元/m²",总价待定
恒基旭辉中心,在售,[闵行-华漕]闵行申虹路（近迁虹路）,,2017.08.24,"均价48,000元/m²",总价待定
鹏欣一品漫城三期浅山别墅,在售,[闵行-浦江]浦星公路568弄（浦星公路...,四居(1)，五居及以上(1),2018.01.30,"1,200万元/套",
金球怡云花园玫瑰里,在售,[闵行-华漕]上海市闵行区闵行华漕镇运乐...,五居及以上(1),2018.01.03,"1,210万元/套",
上海星河湾,在售,[闵行-颛桥]闵行金都路2888路 ,四居(3),2018.02.24,"均价76,500元/m²","1,683万元"
万顺水原墅,在售,[闵行-颛桥]都市路777弄,四居(2),2017.12.19,"1,746-1,800万元/套",
金臣汇,在售,[闵行-华漕]上海市闵行区金光路801弄...,三居(2)，四居(2),2017.03.17,"均价75,000元/m²","1,898万元"
御涛园,在售,[闵行-马桥]闵行马桥镇茜昆路518弄,五居及以上(2),2018.01.30,"3,000万元/套起",
华侨城十号院,在售,[闵行-浦江]闵行浦驰路1628弄,五居及以上(3),2018.02.24,"4,000-4,800万元/套",
翡丽云邸,售罄,[杨浦-东外滩] 杨浦霍山路699号（辽...,三居(1),2017.04.09,"均价64,000元/m²",总价待定
泰宝华庭别墅,售罄,[杨浦-新江湾城]杨浦区国权北路1088弄,五居及以上(2),2016.12.12,总价待定,
中能8号公馆,售罄,[杨浦-五角场]杨浦区营口路851号（近安波路）,二居(1)，三居(1),2017.11.15,"均价50,000元/m²",总价待定
江湾尊堡别墅,售罄,[杨浦-新江湾城]杨浦三门路351弄22...,五居及以上(1),2015.07.30,总价待定,
祥生御江湾,售罄,[杨浦-新江湾城]国权北路1188弄,三居(1)，五居及以上(1),2017.02.06,"均价80,000元/m²",总价待定
万科翡翠江湾,售罄,[杨浦-新江湾城]江湾城路88弄（闸殷路...,二居(1)，四居(1),2016.09.18,"均价62,000元/m²",总价待定
三湘七星府邸,售罄,[杨浦-新江湾城]杨浦政青路599弄（淞...,五居及以上(1),2016.04.21,售价待定,总价待定
建发公园首府,售罄,[杨浦-黄兴]杨浦控江路669弄（杨浦公园东侧）,三居(2),2015.12.08,"均价65,000元/m²",总价待定
建发·璟墅,售罄,[杨浦-新江湾城]杨浦殷高东路889弄,四居(1),2016.02.26,总价待定,
文通雅苑,售罄,[杨浦-东外滩]杨浦辽阳路508弄（昆明...,三居(1),2015.06.12,售价待定,总价待定
蓝海·城市家,售罄,[杨浦-五角场]杨浦黄兴路1800号（近...,一居(1),2016.04.20,"均价42,000元/m²",总价待定
九龙仓玺园,售罄,[杨浦-新江湾城]杨浦新江湾城国晓路50...,四居(1),2014.03.07,"均价60,000元/m²",总价待定
滨江晶典,售罄,[杨浦-东外滩]杨浦榆林路802号（齐齐...,三居(1),2016.05.03,"均价60,000元/m²",总价待定
旭辉江湾墅,售罄,[杨浦-新江湾城]杨浦民府路1258弄（...,四居(1),2016.05.19,总价待定,
文化名邸,售罄,[杨浦-新江湾城]杨浦政青路399弄（靠...,三居(1),2016.04.20,总价待定,
中海紫御世家,在售,[普陀-长风]普陀同普路688弄,四居(2),2017.09.15,"5,110万元/套",
祥和王宫,在售,[普陀-桃浦]上海市普陀区古浪路391弄,五居及以上(2),2017.04.07,"5,900万元/套",
万业新阶,售罄,[普陀-光新]普陀中山北路1482号,三居(1),2017.03.09,"均价33,000元/m²",总价待定
中山润园,售罄,[普陀-武宁]凯旋北路1888号,二居(1)，三居(1)，四居(1)，五居及以上(1),2017.01.03,"均价90,000元/m²","876-1,505万元"
复地香栀花园,售罄,[普陀-桃浦]普陀区祁顺路1388弄,五居及以上(1),2017.04.13,"1,200万元/套",
国浩长风汇都,售罄,[普陀-长风]泸定路568弄（同普路泸定路口）,三居(2)，四居(3),2017.08.25,"均价68,000元/m²","1,292万元"
静安豪景苑,待售,[静安-南京西路]静安区武定路650弄,三居(1)，四居(2),2017.07.27,"均价120,000元/m²","1,969-3,223万元"
中粮天悦壹号,在售,[静安-不夜城]曲阜路966弄,三居(4)，四居(2),2017.03.14,"均价110,000元/m²","2,340-3,705万元"
大宁揽翠艺墅,待售,[静安-大宁]静安广延路1099号,四居(2),2017.02.09,"2,600万元/套",
华侨城苏河湾上海宝格丽公寓,待售,[静安-不夜城]静安北苏州路912号,二居(1),2017.03.26,售价待定,"2,916万元"
嘉天汇,在售,[静安-南京西路]上海市静安区新闸路19...,三居(1)，四居(1),2017.03.13,"均价145,000元/m²","4,785万元"
大宁瑞仕花园,售罄,[静安-大宁]闸北延长中路727弄（近普善路）,三居(1),2015.08.24,"均价70,000元/m²",总价待定
南京西路公馆,售罄,[静安-南京西路]南京西路2068号（近镇宁路）,一居(2)，二居(5),2018.02.24,售价待定,总价待定
